Baseline,JET SDG,SDG Push,Year,indicator,Enhanced NDC
4.662,6.073,5.275,2058,ENDEM_per_capita,5.37793
4.783,6.274,5.446,2059,ENDEM_per_capita,5.52238
4.907,6.441,5.623,2060,ENDEM_per_capita,5.63363
5.035,6.614,5.807,2061,ENDEM_per_capita,5.74871
5.168,6.796,5.999,2062,ENDEM_per_capita,5.86941
5.305,6.983,6.198,2063,ENDEM_per_capita,5.99405
5.447,7.178,6.405,2064,ENDEM_per_capita,6.12347
5.593,7.381,6.619,2065,ENDEM_per_capita,6.25763
5.743,7.591,6.846,2066,ENDEM_per_capita,6.39411
5.899,7.805,7.08,2067,ENDEM_per_capita,6.53234
6.06,8.02,7.322,2068,ENDEM_per_capita,6.67192
6.225,8.237,7.574,2069,ENDEM_per_capita,6.81185
6.396,8.459,7.834,2070,ENDEM_per_capita,6.95601
6.574,8.681,8.104,2071,ENDEM_per_capita,7.0984
6.758,8.908,8.383,2072,ENDEM_per_capita,7.23963
6.948,9.136,8.672,2073,ENDEM_per_capita,7.38198
